dateTime,tempC,DO
09/16/2015 04:43,19.421788,8.661286
09/16/2015 04:45,19.421788,8.668726
09/16/2015 04:47,19.421788,8.616802
09/16/2015 04:49,19.413413,8.393559
09/16/2015 04:51,19.413413,8.436686
09/16/2015 04:53,19.413413,8.55297
09/16/2015 04:55,19.430164,8.77124
09/16/2015 04:57,19.430164,8.854745
09/16/2015 04:59,19.430164,8.862383
09/16/2015 05:01,19.421788,8.781243
09/16/2015 05:03,19.421788,8.781243
09/16/2015 05:05,19.421788,8.766141
09/16/2015 05:07,19.421788,8.819132
09/16/2015 05:09,19.421788,8.698563
09/16/2015 05:11,19.421788,8.676174
09/16/2015 05:13,19.421788,8.661286
09/16/2015 05:15,19.413413,8.678596
09/16/2015 05:17,19.405038,8.651258
09/16/2015 05:19,19.413413,8.626606
09/16/2015 05:21,19.413413,8.65627
09/16/2015 05:23,19.413413,8.648842
09/16/2015 05:25,19.413413,8.641423
09/16/2015 05:27,19.413413,8.619209
09/16/2015 05:29,19.413413,8.626606
09/16/2015 05:31,19.413413,8.708472
09/16/2015 05:33,19.413413,8.723455
09/16/2015 05:35,19.413413,8.761046
09/16/2015 05:37,19.413413,8.859687
09/16/2015 05:39,19.405038,8.908142
09/16/2015 05:41,19.396662,8.841741
09/16/2015 05:43,19.396662,8.735834
09/16/2015 05:45,19.396662,8.818919
09/16/2015 05:47,19.396662,8.879933
09/16/2015 05:49,19.396662,8.879933
09/16/2015 05:51,19.396662,8.826518
09/16/2015 05:53,19.388286,8.730765
09/16/2015 05:55,19.37991,8.846678
09/16/2015 05:57,19.371534,8.811121
09/16/2015 05:59,19.37991,8.923301
09/16/2015 06:01,19.37991,9.000713
09/16/2015 06:03,19.37991,9.016292
09/16/2015 06:05,19.37991,8.923301
09/16/2015 06:07,19.37991,8.907913
09/16/2015 06:09,19.37991,9.000713
09/16/2015 06:11,19.388286,8.96715
09/16/2015 06:13,19.37991,8.931006
09/16/2015 06:15,19.37991,8.95417
09/16/2015 06:17,19.37991,8.961908
09/16/2015 06:19,19.37991,8.985167
09/16/2015 06:21,19.37991,8.992936
09/16/2015 06:23,19.37991,8.992936
09/16/2015 06:25,19.37991,8.969653
09/16/2015 06:27,19.371534,8.987675
09/16/2015 06:29,19.37991,8.95417
09/16/2015 06:31,19.371534,8.979912
09/16/2015 06:33,19.371534,8.987675
09/16/2015 06:35,19.371534,8.918092
09/16/2015 06:37,19.363158,8.821174
09/16/2015 06:39,19.371534,8.887372
09/16/2015 06:41,19.371534,8.9335
09/16/2015 06:43,19.371534,8.948939
09/16/2015 06:45,19.371534,8.918092
09/16/2015 06:47,19.363158,8.859252
09/16/2015 06:49,19.363158,8.836382
09/16/2015 06:51,19.363158,8.866891
09/16/2015 06:53,19.363158,8.889854
09/16/2015 06:55,19.363158,8.828774
09/16/2015 06:57,19.354782,8.755568
09/16/2015 06:59,19.363158,8.775737
09/16/2015 07:01,19.354782,8.763101
09/16/2015 07:03,19.354782,8.770641
09/16/2015 07:05,19.354782,8.770641
09/16/2015 07:07,19.354782,8.755568
09/16/2015 07:09,19.354782,8.748043
09/16/2015 07:11,19.354782,8.688118
09/16/2015 07:13,19.338028,8.567171
09/16/2015 07:15,19.338028,8.567171
09/16/2015 07:17,19.338028,8.596578
09/16/2015 07:19,19.329651,8.628517
09/16/2015 07:21,19.329651,8.658171
09/16/2015 07:23,19.329651,8.635919
09/16/2015 07:25,19.329651,8.598983
09/16/2015 07:27,19.321274,8.535353
09/16/2015 07:29,19.321274,8.564628
09/16/2015 07:31,19.312897,8.589065
09/16/2015 07:33,19.321274,8.586662
09/16/2015 07:35,19.312897,8.567025
09/16/2015 07:37,19.312897,8.545052
09/16/2015 07:39,19.312897,8.567025
09/16/2015 07:41,19.304519,8.540132
09/16/2015 07:43,19.312897,8.53044
09/16/2015 07:45,19.321274,8.586662
09/16/2015 07:47,19.312897,8.545052
09/16/2015 07:49,19.312897,8.552369
09/16/2015 07:51,19.312897,8.508577
09/16/2015 07:53,19.304519,8.525531
09/16/2015 07:55,19.304519,8.525531
09/16/2015 07:57,19.304519,8.532828
09/16/2015 07:59,19.304519,8.562089
09/16/2015 08:01,19.304519,8.598833
09/16/2015 08:03,19.312897,8.589065
09/16/2015 08:05,19.304519,8.658009
09/16/2015 08:07,19.304519,8.635762
09/16/2015 08:09,19.304519,8.635762
09/16/2015 08:11,19.304519,8.635762
09/16/2015 08:13,19.304519,8.613582
09/16/2015 08:15,19.296141,8.60124
09/16/2015 08:17,19.304519,8.606204
09/16/2015 08:19,19.296141,8.579165
09/16/2015 08:21,19.287763,8.58892
09/16/2015 08:23,19.287763,8.559554
09/16/2015 08:25,19.287763,8.464927
09/16/2015 08:27,19.279385,8.352483
09/16/2015 08:29,19.279385,8.373871
09/16/2015 08:31,19.262629,8.202174
09/16/2015 08:33,19.271007,8.206843
09/16/2015 08:35,19.262629,8.091555
09/16/2015 08:37,19.245871,7.689703
09/16/2015 08:39,19.237492,7.730789
09/16/2015 08:41,19.245871,7.71562
09/16/2015 08:43,19.237492,7.815902
09/16/2015 08:45,19.245871,7.873247
09/16/2015 08:47,19.237492,7.888766
09/16/2015 08:49,19.237492,7.789599
09/16/2015 08:51,19.237492,7.783039
09/16/2015 08:53,19.245871,8.007447
09/16/2015 08:55,19.245871,8.034604
09/16/2015 08:57,19.25425,8.169709
09/16/2015 08:59,19.25425,8.148932
09/16/2015 09:01,19.237492,7.842308
09/16/2015 09:03,19.229113,7.668197
09/16/2015 09:05,19.220734,7.625377
09/16/2015 09:07,19.212354,7.5892
09/16/2015 09:09,19.212354,7.513213
09/16/2015 09:11,19.195595,7.442284
09/16/2015 09:13,19.195595,7.349532
09/16/2015 09:15,19.203975,7.427748
09/16/2015 09:17,19.212354,7.469289
09/16/2015 09:19,19.212354,7.532128
09/16/2015 09:21,19.212354,7.62112
09/16/2015 09:23,19.203975,7.597709
09/16/2015 09:25,19.187215,7.357748
09/16/2015 09:27,19.195595,7.221873
09/16/2015 09:29,19.212354,7.685422
09/16/2015 09:31,19.212354,7.888757
09/16/2015 09:33,19.203975,7.759058
09/16/2015 09:35,19.195595,7.486023
09/16/2015 09:37,19.195595,7.442284
09/16/2015 09:39,19.195595,7.386474
09/16/2015 09:41,19.203975,7.572252
09/16/2015 09:43,19.203975,7.778682
09/16/2015 09:45,19.203975,7.824696
09/16/2015 09:47,19.212354,7.908762
09/16/2015 09:49,19.212354,7.908762
09/16/2015 09:51,19.203975,7.831295
09/16/2015 09:53,19.203975,7.864386
09/16/2015 09:55,19.212354,7.942233
09/16/2015 09:57,19.212354,7.962395
09/16/2015 09:59,19.212354,7.996129
09/16/2015 10:01,19.220734,8.048187
09/16/2015 10:03,19.237492,8.105239
09/16/2015 10:05,19.220734,8.034571
09/16/2015 10:07,19.220734,7.953432
09/16/2015 10:09,19.220734,8.007418
09/16/2015 10:11,19.229113,8.025518
09/16/2015 10:13,19.220734,8.020981
09/16/2015 10:15,19.212354,7.915443
09/16/2015 10:17,19.203975,7.851131
09/16/2015 10:19,19.229113,8.093781
09/16/2015 10:21,19.220734,8.041375
09/16/2015 10:23,19.220734,8.068661
09/16/2015 10:25,19.220734,8.10292
09/16/2015 10:27,19.237492,8.20908
09/16/2015 10:29,19.237492,8.237032
09/16/2015 10:31,19.229113,8.239344
09/16/2015 10:33,19.212354,8.064095
09/16/2015 10:35,19.212354,8.070928
09/16/2015 10:37,19.187215,8.016424
09/16/2015 10:39,19.178835,7.877668
09/16/2015 10:41,19.178835,7.824704
09/16/2015 10:43,19.187215,7.895414
09/16/2015 10:45,19.178835,7.937747
09/16/2015 10:47,19.187215,7.982597
09/16/2015 10:49,19.187215,8.057237
09/16/2015 10:51,19.187215,8.057237
09/16/2015 10:53,19.195595,8.068627
09/16/2015 10:55,19.203975,8.121231
09/16/2015 10:57,19.212354,8.215996
09/16/2015 10:59,19.212354,8.222979
09/16/2015 11:01,19.220734,8.255682
09/16/2015 11:03,19.220734,8.255682
09/16/2015 11:05,19.220734,8.312063
09/16/2015 11:07,19.229113,8.330984
09/16/2015 11:09,19.212354,8.236966
09/16/2015 11:11,19.203975,8.141919
09/16/2015 11:13,19.220734,8.206715
09/16/2015 11:15,19.212354,8.229969
09/16/2015 11:17,19.220734,8.248666
09/16/2015 11:19,19.203975,8.267345
09/16/2015 11:21,19.212354,8.265025
09/16/2015 11:23,19.203975,8.274379
09/16/2015 11:25,19.212354,8.215996
09/16/2015 11:27,19.195595,8.227598
09/16/2015 11:29,19.195595,8.234592
09/16/2015 11:31,19.203975,8.218303
09/16/2015 11:33,19.203975,8.302585
09/16/2015 11:35,19.203975,8.302585
09/16/2015 11:37,19.203975,8.295523
09/16/2015 11:39,19.212354,8.328565
09/16/2015 11:41,19.212354,8.349872
09/16/2015 11:43,19.220734,8.411816
09/16/2015 11:45,19.212354,8.515363
09/16/2015 11:47,19.220734,8.527543
09/16/2015 11:49,19.220734,8.527543
09/16/2015 11:51,19.229113,8.569019
09/16/2015 11:53,19.229113,8.56169
09/16/2015 11:55,19.220734,8.586107
09/16/2015 11:57,19.220734,8.527543
09/16/2015 11:59,19.220734,8.534838
09/16/2015 12:01,19.220734,8.571422
09/16/2015 12:03,19.220734,8.578761
09/16/2015 12:05,19.212354,8.588515
09/16/2015 12:07,19.220734,8.56409
09/16/2015 12:09,19.220734,8.586107
09/16/2015 12:11,19.220734,8.578761
09/16/2015 12:13,19.212354,8.537231
09/16/2015 12:15,19.220734,8.483927
09/16/2015 12:17,19.220734,8.512975
09/16/2015 12:19,19.212354,8.544535
09/16/2015 12:21,19.220734,8.578761
09/16/2015 12:23,19.220734,8.534838
09/16/2015 12:25,19.212354,8.544535
09/16/2015 12:27,19.203975,8.459741
09/16/2015 12:29,19.195595,8.426084
09/16/2015 12:31,19.195595,8.375943
09/16/2015 12:33,19.187215,8.125796
09/16/2015 12:35,19.203975,8.274379
09/16/2015 12:37,19.203975,8.402194
09/16/2015 12:39,19.203975,8.373592
09/16/2015 12:41,19.203975,8.380732
09/16/2015 12:43,19.203975,8.402194
09/16/2015 12:45,19.203975,8.416537
09/16/2015 12:47,19.212354,8.407003
09/16/2015 12:49,19.212354,8.464592
09/16/2015 12:51,19.203975,8.525036
09/16/2015 12:53,19.203975,8.438107
09/16/2015 12:55,19.212354,8.457368
09/16/2015 12:57,19.203975,8.438107
09/16/2015 12:59,19.203975,8.352215
09/16/2015 13:01,19.203975,8.218303
09/16/2015 13:03,19.195595,8.213631
09/16/2015 13:05,19.195595,8.297852
09/16/2015 13:07,19.195595,8.361681
09/16/2015 13:09,19.195595,8.368808
09/16/2015 13:11,19.195595,8.35456
09/16/2015 13:13,19.178835,8.309582
09/16/2015 13:15,19.187215,8.250918
09/16/2015 13:17,19.187215,8.264959
09/16/2015 13:19,19.187215,8.195033
09/16/2015 13:21,19.187215,8.153409
09/16/2015 13:23,19.195595,8.262638
09/16/2015 13:25,19.187215,8.27199
09/16/2015 13:27,19.187215,8.279027
09/16/2015 13:29,19.178835,8.246224
09/16/2015 13:31,19.187215,8.077734
09/16/2015 13:33,19.187215,8.153409
09/16/2015 13:35,19.178835,7.991596
09/16/2015 13:37,19.187215,7.922122
09/16/2015 13:39,19.178835,7.871025
09/16/2015 13:41,19.170454,7.638265
09/16/2015 13:43,19.170454,7.906528
09/16/2015 13:45,19.162073,8.023189
09/16/2015 13:47,19.162073,8.077705
09/16/2015 13:49,19.170454,8.18573
09/16/2015 13:51,19.170454,8.206605
09/16/2015 13:53,19.162073,8.229854
09/16/2015 13:55,19.162073,8.25086
09/16/2015 13:57,19.162073,8.243851
09/16/2015 13:59,19.170454,8.241535
09/16/2015 14:01,19.162073,8.208912
09/16/2015 14:03,19.162073,8.243851
09/16/2015 14:05,19.162073,8.314251
09/16/2015 14:07,19.153693,8.344952
09/16/2015 14:09,19.162073,8.349715
09/16/2015 14:11,19.153693,8.359177
09/16/2015 14:13,19.153693,8.323668
09/16/2015 14:15,19.153693,8.330756
09/16/2015 14:17,19.153693,8.281291
09/16/2015 14:19,19.145312,8.220506
09/16/2015 14:21,19.145312,7.893196
09/16/2015 14:23,19.145312,7.542795
09/16/2015 14:25,19.153693,7.674736
09/16/2015 14:27,19.13693,7.685516
09/16/2015 14:29,19.13693,7.582971
09/16/2015 14:31,19.145312,7.9534
09/16/2015 14:33,19.145312,8.095953
09/16/2015 14:35,19.145312,8.269545
09/16/2015 14:37,19.13693,8.229804
09/16/2015 14:39,19.13693,8.146418
09/16/2015 14:41,19.13693,8.19494
09/16/2015 14:43,19.128549,8.246117
09/16/2015 14:45,19.13693,8.243798
09/16/2015 14:47,19.128549,8.316524
09/16/2015 14:49,19.128549,8.128012
09/16/2015 14:51,19.120168,8.340127
09/16/2015 14:53,19.128549,8.430643
09/16/2015 14:55,19.128549,8.452243
09/16/2015 14:57,19.128549,8.46668
09/16/2015 14:59,19.128549,8.46668
09/16/2015 15:01,19.120168,8.483529
09/16/2015 15:03,19.120168,8.130299
09/16/2015 15:05,19.120168,7.960119
09/16/2015 15:07,19.120168,7.612751
09/16/2015 15:09,19.120168,7.313051
09/16/2015 15:11,19.111786,7.284667
09/16/2015 15:13,19.111786,7.544981
09/16/2015 15:15,19.120168,8.075386
09/16/2015 15:17,19.103404,7.971334
09/16/2015 15:19,19.103404,7.998325
09/16/2015 15:21,19.103404,7.937744
09/16/2015 15:23,19.095022,7.860007
09/16/2015 15:25,19.111786,8.098207
09/16/2015 15:27,19.111786,8.236751
09/16/2015 15:29,19.103404,8.253078
09/16/2015 15:31,19.095022,7.953401
09/16/2015 15:33,19.103404,7.83795
09/16/2015 15:35,19.086639,7.315209
09/16/2015 15:37,19.078257,6.984222
09/16/2015 15:39,19.086639,7.242381
09/16/2015 15:41,19.086639,7.796268
09/16/2015 15:43,19.095022,8.130273
09/16/2015 15:45,19.086639,7.809408
09/16/2015 15:47,19.086639,7.602186
09/16/2015 15:49,19.061491,6.822311
09/16/2015 15:51,19.078257,7.036581
09/16/2015 15:53,19.069874,6.736333
09/16/2015 15:55,19.078257,6.773492
09/16/2015 15:57,19.069874,6.708573
09/16/2015 15:59,19.078257,7.118904
09/16/2015 16:01,19.086639,7.551369
09/16/2015 16:03,19.086639,7.614951
09/16/2015 16:05,19.086639,7.802835
09/16/2015 16:07,19.095022,7.966847
09/16/2015 16:09,19.086639,7.513511
09/16/2015 16:11,19.069874,7.386869
09/16/2015 16:13,19.053108,6.756877
09/16/2015 16:15,19.061491,6.827957
09/16/2015 16:17,19.069874,7.331569
09/16/2015 16:19,19.078257,7.720138
09/16/2015 16:21,19.069874,7.612861
09/16/2015 16:23,19.061491,7.254567
09/16/2015 16:25,19.027958,6.478837
09/16/2015 16:27,19.053108,6.607976
09/16/2015 16:29,19.044725,6.769971
09/16/2015 16:31,19.019574,6.044286
09/16/2015 16:33,19.027958,6.202955
09/16/2015 16:35,19.027958,6.300358
09/16/2015 16:37,19.027958,6.373191
09/16/2015 16:39,19.053108,6.863885
09/16/2015 16:41,19.036341,6.907695
09/16/2015 16:43,19.027958,6.362731
09/16/2015 16:45,19.061491,6.99978
09/16/2015 16:47,19.027958,6.690414
09/16/2015 16:49,19.002806,5.656304
09/16/2015 16:51,18.986037,5.24313
09/16/2015 16:53,19.01119,5.756967
09/16/2015 16:55,19.002806,5.872448
09/16/2015 16:57,19.01119,5.982092
09/16/2015 16:59,19.01119,6.026262
09/16/2015 17:01,18.994421,5.353492
09/16/2015 17:03,18.977652,5.126779
09/16/2015 17:05,19.01119,5.586056
09/16/2015 17:07,18.994421,5.366556
09/16/2015 17:09,18.977652,4.975174
09/16/2015 17:11,18.969267,4.806032
09/16/2015 17:13,18.969267,4.759484
09/16/2015 17:15,18.969267,5.078557
09/16/2015 17:17,18.960881,5.063552
09/16/2015 17:19,18.960881,5.055343
09/16/2015 17:21,18.952496,4.903306
09/16/2015 17:23,18.952496,4.735255
09/16/2015 17:25,18.94411,4.618988
09/16/2015 17:27,18.94411,4.786819
09/16/2015 17:29,18.94411,5.174474
09/16/2015 17:31,18.94411,5.459418
09/16/2015 17:33,18.94411,5.751332
09/16/2015 17:35,18.94411,5.760714
09/16/2015 17:37,18.952496,5.601783
09/16/2015 17:39,18.94411,5.562496
09/16/2015 17:41,18.94411,6.220623
09/16/2015 17:43,18.935724,6.569022
09/16/2015 17:45,18.935724,6.672687
09/16/2015 17:47,18.935724,6.727971
09/16/2015 17:49,18.935724,6.750226
09/16/2015 17:51,18.935724,6.761384
09/16/2015 17:53,18.935724,6.806221
09/16/2015 17:55,18.935724,6.828764
09/16/2015 17:57,18.935724,6.828764
09/16/2015 17:59,18.935724,6.851389
09/16/2015 18:01,18.935724,6.954239
09/16/2015 18:03,18.935724,7.058815
09/16/2015 18:05,18.935724,7.099957
09/16/2015 18:07,18.935724,7.094063
09/16/2015 18:09,18.935724,6.94848
09/16/2015 18:11,18.94411,6.912077
09/16/2015 18:13,18.952496,6.768718
09/16/2015 18:15,18.94411,6.737175
09/16/2015 18:17,18.952496,6.791124
09/16/2015 18:19,18.94411,6.594255
09/16/2015 18:21,18.935724,6.372182
09/16/2015 18:23,18.952496,6.14795
09/16/2015 18:25,18.952496,6.058066
09/16/2015 18:27,18.960881,6.171415
09/16/2015 18:29,18.969267,6.210224
09/16/2015 18:31,18.960881,6.314701
09/16/2015 18:33,18.960881,6.181532
09/16/2015 18:35,18.960881,6.111085
09/16/2015 18:37,18.952496,5.964717
09/16/2015 18:39,18.952496,5.787308
09/16/2015 18:41,18.94411,5.70931
09/16/2015 18:43,18.94411,5.63999
09/16/2015 18:45,18.935724,5.55956
09/16/2015 18:47,18.94411,5.548936
09/16/2015 18:49,18.935724,5.655397
09/16/2015 18:51,18.952496,6.048166
09/16/2015 18:53,18.952496,6.023493
09/16/2015 18:55,18.94411,6.015368
09/16/2015 18:57,18.952496,6.13287
09/16/2015 18:59,18.94411,6.104568
09/16/2015 19:01,18.960881,6.319885
09/16/2015 19:03,18.960881,6.645049
09/16/2015 19:05,18.969267,6.889066
09/16/2015 19:07,18.969267,7.004171
09/16/2015 19:09,18.969267,7.080141
09/16/2015 19:11,18.977652,7.149063
09/16/2015 19:13,18.977652,7.202783
09/16/2015 19:15,18.977652,7.137186
09/16/2015 19:17,18.977652,7.060527
09/16/2015 19:19,18.986037,7.117397
09/16/2015 19:21,18.986037,7.279123
09/16/2015 19:23,18.986037,7.297347
09/16/2015 19:25,18.986037,7.26095
09/16/2015 19:27,18.977652,7.256958
09/16/2015 19:29,18.977652,7.263006
09/16/2015 19:31,18.986037,7.327835
09/16/2015 19:33,18.986037,7.438792
09/16/2015 19:35,18.994421,7.536894
09/16/2015 19:37,18.994421,7.536894
09/16/2015 19:39,18.986037,7.494985
09/16/2015 19:41,18.977652,7.553798
09/16/2015 19:43,18.986037,7.596082
09/16/2015 19:45,18.986037,7.463708
09/16/2015 19:47,18.986037,7.413971
09/16/2015 19:49,18.977652,7.385167
09/16/2015 19:51,18.977652,7.403691
09/16/2015 19:53,18.986037,7.358467
09/16/2015 19:55,18.986037,7.45747
09/16/2015 19:57,18.986037,7.570663
09/16/2015 19:59,18.977652,7.547475
09/16/2015 20:01,18.977652,7.534846
09/16/2015 20:03,18.977652,7.478316
09/16/2015 20:05,18.969267,7.467932
09/16/2015 20:07,18.960881,7.291383
09/16/2015 20:09,18.960881,7.159065
09/16/2015 20:11,18.960881,7.20087
09/16/2015 20:13,18.960881,7.321838
09/16/2015 20:15,18.960881,7.377022
09/16/2015 20:17,18.952496,7.379111
09/16/2015 20:19,18.952496,7.330022
09/16/2015 20:21,18.952496,7.263127
09/16/2015 20:23,18.952496,7.238973
09/16/2015 20:25,18.952496,7.245003
09/16/2015 20:27,18.94411,7.307686
09/16/2015 20:29,18.94411,7.295515
09/16/2015 20:31,18.94411,7.338216
09/16/2015 20:33,18.94411,7.39971
09/16/2015 20:35,18.935724,7.482646
09/16/2015 20:37,18.935724,7.57083
09/16/2015 20:39,18.935724,7.640948
09/16/2015 20:41,18.935724,7.69241
09/16/2015 20:43,18.935724,7.731267
09/16/2015 20:45,18.918952,7.761686
09/16/2015 20:47,18.935724,7.829397
09/16/2015 20:49,18.927338,7.844807
09/16/2015 20:51,18.927338,7.858028
09/16/2015 20:53,18.927338,7.904505
09/16/2015 20:55,18.935724,7.962475
09/16/2015 20:57,18.94411,7.987146
09/16/2015 20:59,18.94411,8.000645
09/16/2015 21:01,18.952496,7.964695
09/16/2015 21:03,18.952496,7.917803
09/16/2015 21:05,18.952496,7.904464
09/16/2015 21:07,18.952496,7.891151
09/16/2015 21:09,18.952496,7.904464
09/16/2015 21:11,18.94411,7.906699
09/16/2015 21:13,18.94411,7.886733
09/16/2015 21:15,18.952496,7.87123
09/16/2015 21:17,18.952496,7.897805
09/16/2015 21:19,18.952496,7.937861
09/16/2015 21:21,18.952496,8.011908
09/16/2015 21:23,18.969267,8.102731
09/16/2015 21:25,18.969267,8.185506
09/16/2015 21:27,18.969267,8.241236
09/16/2015 21:29,18.977652,8.288024
09/16/2015 21:31,18.986037,8.292729
09/16/2015 21:33,18.977652,8.245907
09/16/2015 21:35,18.977652,8.302119
09/16/2015 21:37,18.986037,8.299778
09/16/2015 21:39,18.977652,8.295068
09/16/2015 21:41,18.986037,8.306834
09/16/2015 21:43,18.977652,8.316242
09/16/2015 21:45,18.986037,8.306834
09/16/2015 21:47,18.977652,8.323314
09/16/2015 21:49,18.986037,8.342219
09/16/2015 21:51,18.977652,8.358779
09/16/2015 21:53,18.960881,8.299749
09/16/2015 21:55,18.952496,8.238895
09/16/2015 21:57,18.960881,8.26458
09/16/2015 21:59,18.969267,8.361136
09/16/2015 22:01,18.969267,8.33983
09/16/2015 22:03,18.960881,8.26458
09/16/2015 22:05,18.952496,8.231907
09/16/2015 22:07,18.94411,8.199389
09/16/2015 22:09,18.94411,8.164718
09/16/2015 22:11,18.94411,8.178566
09/16/2015 22:13,18.94411,8.213305
09/16/2015 22:15,18.94411,8.255219
09/16/2015 22:17,18.952496,8.245889
09/16/2015 22:19,18.94411,8.24122
09/16/2015 22:21,18.927338,8.148598
09/16/2015 22:23,18.935724,8.139402
09/16/2015 22:25,18.935724,8.146297
09/16/2015 22:27,18.94411,8.192441
09/16/2015 22:29,18.960881,8.278627
09/16/2015 22:31,18.960881,8.313866
09/16/2015 22:33,18.977652,8.358779
09/16/2015 22:35,18.977652,8.423062
09/16/2015 22:37,18.977652,8.423062
09/16/2015 22:39,18.977652,8.451818
09/16/2015 22:41,18.977652,8.451818
09/16/2015 22:43,18.986037,8.435048
09/16/2015 22:45,18.986037,8.420688
09/16/2015 22:47,18.977652,8.451818
09/16/2015 22:49,18.986037,8.413519
09/16/2015 22:51,18.986037,8.413519
09/16/2015 22:53,18.977652,8.415891
09/16/2015 22:55,18.977652,8.415891
09/16/2015 22:57,18.977652,8.380143
09/16/2015 22:59,18.969267,8.361136
09/16/2015 23:01,18.977652,8.358779
09/16/2015 23:03,18.977652,8.444618
09/16/2015 23:05,18.986037,8.485533
09/16/2015 23:07,18.986037,8.572905
09/16/2015 23:09,18.994421,8.636696
09/16/2015 23:11,18.994421,8.65149
09/16/2015 23:13,18.994421,8.644089
09/16/2015 23:15,18.994421,8.65149
09/16/2015 23:17,18.994421,8.65149
09/16/2015 23:19,18.994421,8.65149
09/16/2015 23:21,18.994421,8.644089
09/16/2015 23:23,18.986037,8.602264
09/16/2015 23:25,18.986037,8.616987
09/16/2015 23:27,18.986037,8.594913
09/16/2015 23:29,18.986037,8.62436
09/16/2015 23:31,18.986037,8.609622
09/16/2015 23:33,18.977652,8.604687
09/16/2015 23:35,18.977652,8.589989
09/16/2015 23:37,18.977652,8.560682
09/16/2015 23:39,18.969267,8.541184
09/16/2015 23:41,18.969267,8.526615
09/16/2015 23:43,18.960881,8.55089
09/16/2015 23:45,18.960881,8.55089
09/16/2015 23:47,18.960881,8.580155
09/16/2015 23:49,18.960881,8.572828
09/16/2015 23:51,18.960881,8.594832
09/16/2015 23:53,18.969267,8.58507
09/16/2015 23:55,18.969267,8.577737
09/16/2015 23:57,18.969267,8.59241
09/16/2015 23:59,18.969267,8.614474
09/17/2015 00:01,18.960881,8.58749
09/17/2015 00:03,18.969267,8.577737
09/17/2015 00:05,18.969267,8.555784
09/17/2015 00:07,18.969267,8.570412
